rowid,annee,DEPARTEMENT,ecart_region,indicateur,valeur
1735,2016,CHARENTE,-554,revenu_median_en_euros,19816
1736,2018,CHARENTE,-554,revenu_median_en_euros,19816
1737,2017,CHARENTE,-554,revenu_median_en_euros,19816
1738,2016,HAUTE GARONNE,2318,revenu_median_en_euros,22223
1739,2018,HAUTE GARONNE,2318,revenu_median_en_euros,22223
1740,2017,HAUTE GARONNE,2318,revenu_median_en_euros,22223
1741,2016,ARDECHE,-1600,revenu_median_en_euros,19878
1742,2017,ARDECHE,-1600,revenu_median_en_euros,19878
1743,2018,ARDECHE,-1600,revenu_median_en_euros,19878
1744,2016,AISNE,-431,revenu_median_en_euros,18818
1745,2018,AISNE,-431,revenu_median_en_euros,18818
1746,2017,AISNE,-431,revenu_median_en_euros,18818
1747,2016,LOIR ET CHER,-133,revenu_median_en_euros,20525
1748,2018,LOIR ET CHER,-133,revenu_median_en_euros,20525
1749,2017,LOIR ET CHER,-133,revenu_median_en_euros,20525
1750,2016,GIRONDE,991,revenu_median_en_euros,21361
1751,2018,GIRONDE,991,revenu_median_en_euros,21361
1752,2017,GIRONDE,991,revenu_median_en_euros,21361
1753,2016,VIENNE,-293,revenu_median_en_euros,20077
1754,2017,VIENNE,-293,revenu_median_en_euros,20077
1755,2018,VIENNE,-293,revenu_median_en_euros,20077
1756,2016,TARN ET GARONNE,-669,revenu_median_en_euros,19236
1757,2018,TARN ET GARONNE,-669,revenu_median_en_euros,19236
1758,2017,TARN ET GARONNE,-669,revenu_median_en_euros,19236
1759,2016,MAINE ET LOIRE,-519,revenu_median_en_euros,20123
1760,2018,MAINE ET LOIRE,-519,revenu_median_en_euros,20123
1761,2017,MAINE ET LOIRE,-519,revenu_median_en_euros,20123
1762,2016,AVEYRON,-30,revenu_median_en_euros,19875
1763,2018,AVEYRON,-30,revenu_median_en_euros,19875
1764,2017,AVEYRON,-30,revenu_median_en_euros,19875
1765,2016,CREUSE,-1783,revenu_median_en_euros,18587
1766,2018,CREUSE,-1783,revenu_median_en_euros,18587
1767,2017,CREUSE,-1783,revenu_median_en_euros,18587
1768,2016,TARN,-312,revenu_median_en_euros,19593
1769,2018,TARN,-312,revenu_median_en_euros,19593
1770,2017,TARN,-312,revenu_median_en_euros,19593
1771,2016,SEINE MARITIME,23,revenu_median_en_euros,20324
1772,2018,SEINE MARITIME,23,revenu_median_en_euros,20324
1773,2017,SEINE MARITIME,23,revenu_median_en_euros,20324
1774,2016,GARD,-748,revenu_median_en_euros,19157
1775,2018,GARD,-748,revenu_median_en_euros,19157
1776,2017,GARD,-748,revenu_median_en_euros,19157
1777,2016,MANCHE,-298,revenu_median_en_euros,20003
1778,2018,MANCHE,-298,revenu_median_en_euros,20003
1779,2017,MANCHE,-298,revenu_median_en_euros,20003
1780,2016,BAS RHIN,1021,revenu_median_en_euros,21772
1781,2018,BAS RHIN,1021,revenu_median_en_euros,21772
1782,2017,BAS RHIN,1021,revenu_median_en_euros,21772
1783,2016,SEINE ET MARNE,-327,revenu_median_en_euros,22579
1784,2018,SEINE ET MARNE,-327,revenu_median_en_euros,22579
1785,2017,SEINE ET MARNE,-327,revenu_median_en_euros,22579
1786,2016,HAUTE LOIRE,-1650,revenu_median_en_euros,19828
1787,2018,HAUTE LOIRE,-1650,revenu_median_en_euros,19828
1788,2017,HAUTE LOIRE,-1650,revenu_median_en_euros,19828
1789,2016,MEUSE,-1115,revenu_median_en_euros,19636
1790,2017,MEUSE,-1115,revenu_median_en_euros,19636
1791,2018,MEUSE,-1115,revenu_median_en_euros,19636
1792,2016,SOMME,166,revenu_median_en_euros,19415
1793,2018,SOMME,166,revenu_median_en_euros,19415
1794,2017,SOMME,166,revenu_median_en_euros,19415
1795,2016,ALPES DE HAUTE PROVENCE,-806,revenu_median_en_euros,19719
1796,2018,ALPES DE HAUTE PROVENCE,-806,revenu_median_en_euros,19719
1797,2017,ALPES DE HAUTE PROVENCE,-806,revenu_median_en_euros,19719
1798,2016,CHER,-725,revenu_median_en_euros,19933
1799,2018,CHER,-725,revenu_median_en_euros,19933
1800,2017,CHER,-725,revenu_median_en_euros,19933
1801,2016,MORBIHAN,-135,revenu_median_en_euros,20607
1802,2018,MORBIHAN,-135,revenu_median_en_euros,20607
1803,2017,MORBIHAN,-135,revenu_median_en_euros,20607
1804,2016,PUY DE DOME,-472,revenu_median_en_euros,21006
1805,2017,PUY DE DOME,-472,revenu_median_en_euros,21006
1806,2018,PUY DE DOME,-472,revenu_median_en_euros,21006
1807,2016,HAUTE SAONE,-832,revenu_median_en_euros,19747
1808,2018,HAUTE SAONE,-832,revenu_median_en_euros,19747
1809,2017,HAUTE SAONE,-832,revenu_median_en_euros,19747
1810,2016,PAS DE CALAIS,-879,revenu_median_en_euros,18370
1811,2018,PAS DE CALAIS,-879,revenu_median_en_euros,18370
1812,2017,PAS DE CALAIS,-879,revenu_median_en_euros,18370
1813,2016,AIN,794,revenu_median_en_euros,22272
1814,2018,AIN,794,revenu_median_en_euros,22272
1815,2017,AIN,794,revenu_median_en_euros,22272
1816,2016,CALVADOS,255,revenu_median_en_euros,20556
1817,2018,CALVADOS,255,revenu_median_en_euros,20556
1818,2017,CALVADOS,255,revenu_median_en_euros,20556
1819,2016,CORREZE,-288,revenu_median_en_euros,20082
1820,2018,CORREZE,-288,revenu_median_en_euros,20082
1821,2017,CORREZE,-288,revenu_median_en_euros,20082
1822,2016,ARDENNES,-1979,revenu_median_en_euros,18772
1823,2018,ARDENNES,-1979,revenu_median_en_euros,18772
1824,2017,ARDENNES,-1979,revenu_median_en_euros,18772
1825,2016,NORD,-46,revenu_median_en_euros,19203
1826,2017,NORD,-46,revenu_median_en_euros,19203
1827,2018,NORD,-46,revenu_median_en_euros,19203
1828,2016,TERRITOIRE DE BELFORT,352,revenu_median_en_euros,20931
1829,2017,TERRITOIRE DE BELFORT,352,revenu_median_en_euros,20931
1830,2018,TERRITOIRE DE BELFORT,352,revenu_median_en_euros,20931
1831,2016,LOIRE ATLANTIQUE,906,revenu_median_en_euros,21548
1832,2018,LOIRE ATLANTIQUE,906,revenu_median_en_euros,21548
1833,2017,LOIRE ATLANTIQUE,906,revenu_median_en_euros,21548
1834,2016,YONNE,-604,revenu_median_en_euros,19975
1835,2017,YONNE,-604,revenu_median_en_euros,19975
1836,2018,YONNE,-604,revenu_median_en_euros,19975
1837,2016,RHONE,547,revenu_median_en_euros,22025
1838,2018,RHONE,547,revenu_median_en_euros,22025
1839,2017,RHONE,547,revenu_median_en_euros,22025
1840,2016,ILLE ET VILAINE,442,revenu_median_en_euros,21184
1841,2018,ILLE ET VILAINE,442,revenu_median_en_euros,21184
1842,2017,ILLE ET VILAINE,442,revenu_median_en_euros,21184
1843,2016,LANDES,74,revenu_median_en_euros,20444
1844,2018,LANDES,74,revenu_median_en_euros,20444
1845,2017,LANDES,74,revenu_median_en_euros,20444
1846,2016,FINISTERE,-41,revenu_median_en_euros,20701
1847,2018,FINISTERE,-41,revenu_median_en_euros,20701
1848,2017,FINISTERE,-41,revenu_median_en_euros,20701
1849,2016,HAUTE SAVOIE,3962,revenu_median_en_euros,25440
1850,2018,HAUTE SAVOIE,3962,revenu_median_en_euros,25440
1851,2017,HAUTE SAVOIE,3962,revenu_median_en_euros,25440
1852,2016,VAL D OISE,-1647,revenu_median_en_euros,21259
1853,2018,VAL D OISE,-1647,revenu_median_en_euros,21259
1854,2017,VAL D OISE,-1647,revenu_median_en_euros,21259
1855,2016,DORDOGNE,-1090,revenu_median_en_euros,19280
1856,2018,DORDOGNE,-1090,revenu_median_en_euros,19280
1857,2017,DORDOGNE,-1090,revenu_median_en_euros,19280
1858,2016,AUBE,-1137,revenu_median_en_euros,19614
1859,2017,AUBE,-1137,revenu_median_en_euros,19614
1860,2018,AUBE,-1137,revenu_median_en_euros,19614
1861,2016,ESSONNE,221,revenu_median_en_euros,23127
1862,2018,ESSONNE,221,revenu_median_en_euros,23127
1863,2017,ESSONNE,221,revenu_median_en_euros,23127
1864,2016,COTE D OR,815,revenu_median_en_euros,21394
1865,2017,COTE D OR,815,revenu_median_en_euros,21394
1866,2018,COTE D OR,815,revenu_median_en_euros,21394
1867,2016,MARNE,29,revenu_median_en_euros,20780
1868,2018,MARNE,29,revenu_median_en_euros,20780
1869,2017,MARNE,29,revenu_median_en_euros,20780
1870,2016,MEURTHE ET MOSELLE,-54,revenu_median_en_euros,20697
1871,2017,MEURTHE ET MOSELLE,-54,revenu_median_en_euros,20697
1872,2018,MEURTHE ET MOSELLE,-54,revenu_median_en_euros,20697
1873,2016,JURA,252,revenu_median_en_euros,20831
1874,2018,JURA,252,revenu_median_en_euros,20831
1875,2017,JURA,252,revenu_median_en_euros,20831
1876,2016,COTES D ARMOR,-463,revenu_median_en_euros,20279
1877,2018,COTES D ARMOR,-463,revenu_median_en_euros,20279
1878,2017,COTES D ARMOR,-463,revenu_median_en_euros,20279
1879,2016,HAUTES PYRENEES,-232,revenu_median_en_euros,19673
1880,2018,HAUTES PYRENEES,-232,revenu_median_en_euros,19673
1881,2017,HAUTES PYRENEES,-232,revenu_median_en_euros,19673
1882,2016,HERAULT,-330,revenu_median_en_euros,19575
1883,2018,HERAULT,-330,revenu_median_en_euros,19575
1884,2017,HERAULT,-330,revenu_median_en_euros,19575
1885,2016,SAONE ET LOIRE,-606,revenu_median_en_euros,19973
1886,2018,SAONE ET LOIRE,-606,revenu_median_en_euros,19973
1887,2017,SAONE ET LOIRE,-606,revenu_median_en_euros,19973
1888,2016,PYRENEES ATLANTIQUES,608,revenu_median_en_euros,20978
1889,2018,PYRENEES ATLANTIQUES,608,revenu_median_en_euros,20978
1890,2017,PYRENEES ATLANTIQUES,608,revenu_median_en_euros,20978
1891,2016,CHARENTE MARITIME,-100,revenu_median_en_euros,20270
1892,2017,CHARENTE MARITIME,-100,revenu_median_en_euros,20270
1893,2018,CHARENTE MARITIME,-100,revenu_median_en_euros,20270
1894,2016,ORNE,-1036,revenu_median_en_euros,19265
1895,2018,ORNE,-1036,revenu_median_en_euros,19265
1896,2017,ORNE,-1036,revenu_median_en_euros,19265
1897,2016,SAVOIE,630,revenu_median_en_euros,22108
1898,2018,SAVOIE,630,revenu_median_en_euros,22108
1899,2017,SAVOIE,630,revenu_median_en_euros,22108
1900,2016,DEUX SEVRES,-472,revenu_median_en_euros,19898
1901,2018,DEUX SEVRES,-472,revenu_median_en_euros,19898
1902,2017,DEUX SEVRES,-472,revenu_median_en_euros,19898
1903,2016,AUDE,-1566,revenu_median_en_euros,18339
1904,2017,AUDE,-1566,revenu_median_en_euros,18339
1905,2018,AUDE,-1566,revenu_median_en_euros,18339
1906,2016,DROME,-1375,revenu_median_en_euros,20103
1907,2017,DROME,-1375,revenu_median_en_euros,20103
1908,2018,DROME,-1375,revenu_median_en_euros,20103
1909,2016,EURE,482,revenu_median_en_euros,20783
1910,2018,EURE,482,revenu_median_en_euros,20783
1911,2017,EURE,482,revenu_median_en_euros,20783
1912,2016,HAUT RHIN,1532,revenu_median_en_euros,22283
1913,2018,HAUT RHIN,1532,revenu_median_en_euros,22283
1914,2017,HAUT RHIN,1532,revenu_median_en_euros,22283
1915,2016,LOIRET,423,revenu_median_en_euros,21081
1916,2017,LOIRET,423,revenu_median_en_euros,21081
1917,2018,LOIRET,423,revenu_median_en_euros,21081
1918,2016,VAUCLUSE,-1321,revenu_median_en_euros,19204
1919,2018,VAUCLUSE,-1321,revenu_median_en_euros,19204
1920,2017,VAUCLUSE,-1321,revenu_median_en_euros,19204
1921,2016,INDRE,-1272,revenu_median_en_euros,19386
1922,2017,INDRE,-1272,revenu_median_en_euros,19386
1923,2018,INDRE,-1272,revenu_median_en_euros,19386
1924,2016,VOSGES,-1368,revenu_median_en_euros,19383
1925,2018,VOSGES,-1368,revenu_median_en_euros,19383
1926,2017,VOSGES,-1368,revenu_median_en_euros,19383
1927,2016,INDRE ET LOIRE,185,revenu_median_en_euros,20843
1928,2018,INDRE ET LOIRE,185,revenu_median_en_euros,20843
1929,2017,INDRE ET LOIRE,185,revenu_median_en_euros,20843
1930,2016,SARTHE,-473,revenu_median_en_euros,20169
1931,2018,SARTHE,-473,revenu_median_en_euros,20169
1932,2017,SARTHE,-473,revenu_median_en_euros,20169
1933,2016,ALLIER,-2002,revenu_median_en_euros,19476
1934,2018,ALLIER,-2002,revenu_median_en_euros,19476
1935,2017,ALLIER,-2002,revenu_median_en_euros,19476
1936,2016,VENDEE,-252,revenu_median_en_euros,20390
1937,2017,VENDEE,-252,revenu_median_en_euros,20390
1938,2018,VENDEE,-252,revenu_median_en_euros,20390
1939,2016,DOUBS,1083,revenu_median_en_euros,21662
1940,2017,DOUBS,1083,revenu_median_en_euros,21662
1941,2018,DOUBS,1083,revenu_median_en_euros,21662
1942,2016,HAUTE MARNE,-1408,revenu_median_en_euros,19343
1943,2018,HAUTE MARNE,-1408,revenu_median_en_euros,19343
1944,2017,HAUTE MARNE,-1408,revenu_median_en_euros,19343
1945,2016,VAR,239,revenu_median_en_euros,20764
1946,2018,VAR,239,revenu_median_en_euros,20764
1947,2017,VAR,239,revenu_median_en_euros,20764
1948,2016,HAUTE VIENNE,-234,revenu_median_en_euros,20136
1949,2017,HAUTE VIENNE,-234,revenu_median_en_euros,20136
1950,2018,HAUTE VIENNE,-234,revenu_median_en_euros,20136
1951,2016,PYRENEES ORIENTALES,-1297,revenu_median_en_euros,18608
1952,2018,PYRENEES ORIENTALES,-1297,revenu_median_en_euros,18608
1953,2017,PYRENEES ORIENTALES,-1297,revenu_median_en_euros,18608
1954,2016,VAL DE MARNE,-948,revenu_median_en_euros,21958
1955,2018,VAL DE MARNE,-948,revenu_median_en_euros,21958
1956,2017,VAL DE MARNE,-948,revenu_median_en_euros,21958
1957,2016,ARIEGE,-971,revenu_median_en_euros,18934
1958,2018,ARIEGE,-971,revenu_median_en_euros,18934
1959,2017,ARIEGE,-971,revenu_median_en_euros,18934
1960,2016,EURE ET LOIR,475,revenu_median_en_euros,21133
1961,2018,EURE ET LOIR,475,revenu_median_en_euros,21133
1962,2017,EURE ET LOIR,475,revenu_median_en_euros,21133
1963,2016,HAUTS DE SEINE,3665,revenu_median_en_euros,26571
1964,2018,HAUTS DE SEINE,3665,revenu_median_en_euros,26571
1965,2017,HAUTS DE SEINE,3665,revenu_median_en_euros,26571
1966,2016,YVELINES,2918,revenu_median_en_euros,25824
1967,2018,YVELINES,2918,revenu_median_en_euros,25824
1968,2017,YVELINES,2918,revenu_median_en_euros,25824
1969,2016,OISE,1961,revenu_median_en_euros,21210
1970,2018,OISE,1961,revenu_median_en_euros,21210
1971,2017,OISE,1961,revenu_median_en_euros,21210
1972,2016,HAUTES ALPES,-576,revenu_median_en_euros,19949
1973,2017,HAUTES ALPES,-576,revenu_median_en_euros,19949
1974,2018,HAUTES ALPES,-576,revenu_median_en_euros,19949
1975,2017,LOT,23,revenu_median_en_euros,19928
1976,2018,LOT,23,revenu_median_en_euros,19928
1977,2016,CANTAL,-1904,revenu_median_en_euros,19574
1978,2018,CANTAL,-1904,revenu_median_en_euros,19574
1979,2017,CANTAL,-1904,revenu_median_en_euros,19574
1980,2016,LOZERE,-335,revenu_median_en_euros,19570
1981,2017,LOZERE,-335,revenu_median_en_euros,19570
1982,2018,LOZERE,-335,revenu_median_en_euros,19570
1983,2016,BOUCHES DU RHONE,-1,revenu_median_en_euros,20524
1984,2018,BOUCHES DU RHONE,-1,revenu_median_en_euros,20524
1985,2017,BOUCHES DU RHONE,-1,revenu_median_en_euros,20524
1986,2016,NIEVRE,-1037,revenu_median_en_euros,19542
1987,2018,NIEVRE,-1037,revenu_median_en_euros,19542
1988,2017,NIEVRE,-1037,revenu_median_en_euros,19542
1989,2016,PARIS,3902,revenu_median_en_euros,26808
1990,2018,PARIS,3902,revenu_median_en_euros,26808
1991,2017,PARIS,3902,revenu_median_en_euros,26808
1992,2016,MOSELLE,2,revenu_median_en_euros,20753
1993,2017,MOSELLE,2,revenu_median_en_euros,20753
1994,2018,MOSELLE,2,revenu_median_en_euros,20753
1995,2016,LOT,23,revenu_median_en_euros,19928
1996,2016,CORSE DU SUD,848,revenu_median_en_euros,20367
1997,2018,CORSE DU SUD,848,revenu_median_en_euros,20367
1998,2016,SEINE SAINT DENIS,-5910,revenu_median_en_euros,16996
1999,2018,SEINE SAINT DENIS,-5910,revenu_median_en_euros,16996
2000,2017,SEINE SAINT DENIS,-5910,revenu_median_en_euros,16996
2001,2016,HAUTE CORSE,-716,revenu_median_en_euros,18803
2002,2018,HAUTE CORSE,-716,revenu_median_en_euros,18803
